Invoicedate,Distributor,GroupId,Type,Provincename,MatNo,Material Name,New_Volume(L),Points,Material Old Name,MatL,MatSize,AuxMat,MatCom,MatPack
3/31/2023,C,ERW_C08P2020090145,Retails,Chiang Mai,140523,Mobil 1 0W-40,285,10,MOBIL 1 0W-40 CTN 12X1L:SG,1,Small Carton,,Mobil 1,Carton
10/30/2023,B,ERW_BM2U2020110002,Retails,Nakhon Pathom,140523,Mobil 1 0W-40,252,10,"โมบิล 1 0W40(SP)V3 ,12/1",1,Small Carton,,Mobil 1,Carton
12/16/2023,B,ERW_BM2U2020110014,Reseller,Suphan Buri,140523,Mobil 1 0W-40,2484,10,"โมบิล 1 0W40(SP)V3 ,12/1",1,Small Carton,,Mobil 1,Carton
9/30/2023,B,ERW_BM2U2020110116,Retails,Samut Sakhon,140523,Mobil 1 0W-40,2784,10,"โมบิล 1 0W40(SP)V3 ,12/1",1,Small Carton,,Mobil 1,Carton
1/20/2023,A,ERW_AMBP2020110082,Retails,Bangkok,144462,Mobil 1 0W-40,6320,10,MOBIL 1 0W-40 (SP) CTN 12X1L:SG,1,Small Carton,,Mobil 1,Carton
1/27/2023,A,ERW_AMBP2020110030,Retails,Bangkok,144462,Mobil 1 0W-40,1416,10,MOBIL 1 0W-40 (SP) CTN 12X1L:SG,1,Small Carton,,Mobil 1,Carton
1/18/2023,A,ERW_AMBP2020110030,Retails,Bangkok,144462,Mobil 1 0W-40,4752,10,MOBIL 1 0W-40 (SP) CTN 12X1L:SG,1,Small Carton,,Mobil 1,Carton
1/11/2023,A,ERW_AMBP2020110030,Retails,Bangkok,144462,Mobil 1 0W-40,4116,10,MOBIL 1 0W-40 (SP) CTN 12X1L:SG,1,Small Carton,,Mobil 1,Carton
1/6/2023,A,ERW_AMBP2020110060,Retails,Bangkok,144462,Mobil 1 0W-40,60,10,MOBIL 1 0W-40 (SP) CTN 12X1L:SG,1,Small Carton,,Mobil 1,Carton
1/25/2023,A,ERW_AMBP2020110079,Retails,Bangkok,144462,Mobil 1 0W-40,1656,10,MOBIL 1 0W-40 (SP) CTN 12X1L:SG,1,Small Carton,,Mobil 1,Carton
1/10/2023,A,ERW_AMBP2020110131,Reseller,Lop Buri,144462,Mobil 1 0W-40,72,10,MOBIL 1 0W-40 (SP) CTN 12X1L:SG,1,Small Carton,,Mobil 1,Carton
1/18/2023,A,ERW_AMBP2020110402,Retails,Bangkok,144462,Mobil 1 0W-40,5844,10,MOBIL 1 0W-40 (SP) CTN 12X1L:SG,1,Small Carton,,Mobil 1,Carton
5/23/2023,C,ERW_C08P2020090119,Reseller,Uttaradit,144462,Mobil 1 0W-40,468,10,MOBIL 1 0W-40 CTN 12X1L :SG,1,Small Carton,,Mobil 1,Carton
2/24/2023,C,ERW_C08P2020090127,Reseller,Phrae,144462,Mobil 1 0W-40,1704,10,MOBIL 1 0W-40 CTN 12X1L :SG,1,Small Carton,,Mobil 1,Carton
5/29/2023,B,ERW_BXEO2021030002,Retails,Nakhon Pathom,144462,Mobil 1 0W-40,1512,10,"โมบิล 1 0W40(SN) ,12/1",1,Small Carton,,Mobil 1,Carton
1/27/2023,B,ERW_BM2U2020110014,Reseller,Suphan Buri,144462,Mobil 1 0W-40,5856,10,"โมบิล 1 0W40(SN) ,12/1",1,Small Carton,,Mobil 1,Carton
1/18/2023,B,ERW_BXEO2021030002,Retails,Nakhon Pathom,144462,Mobil 1 0W-40,216,10,"โมบิล 1 0W40(SN) ,12/1",1,Small Carton,,Mobil 1,Carton
1/27/2023,A,ERW_AI8N2021070010,Retails,Bangkok,144463,Mobil 1 0W-40,3824,10,MOBIL 1 0W-40 (SP) CTN 4X4L:SG,4,Big Carton,,Mobil 1,Carton
1/9/2023,A,ERW_AMBP2020110030,Retails,Bangkok,144463,Mobil 1 0W-40,3648,10,MOBIL 1 0W-40 (SP) CTN 4X4L:SG,4,Big Carton,,Mobil 1,Carton
1/11/2023,A,ERW_AMBP2020110124,Retails,Phra Nakhon Si Ayutthaya,144463,Mobil 1 0W-40,100,10,MOBIL 1 0W-40 (SP) CTN 4X4L:SG,4,Big Carton,,Mobil 1,Carton
1/17/2023,A,ERW_AMBP2020110380,Retails,Bangkok,144463,Mobil 1 0W-40,4048,10,MOBIL 1 0W-40 (SP) CTN 4X4L:SG,4,Big Carton,,Mobil 1,Carton
1/6/2023,A,ERW_AMBP2020110060,Retails,Bangkok,144463,Mobil 1 0W-40,5200,10,MOBIL 1 0W-40 (SP) CTN 4X4L:SG,4,Big Carton,,Mobil 1,Carton
1/18/2023,A,ERW_AMBP2020110402,Retails,Bangkok,144463,Mobil 1 0W-40,6000,10,MOBIL 1 0W-40 (SP) CTN 4X4L:SG,4,Big Carton,,Mobil 1,Carton
1/26/2023,A,ERW_AU5N2022030006,Retails,Bangkok,144463,Mobil 1 0W-40,5696,10,MOBIL 1 0W-40 (SP) CTN 4X4L:SG,4,Big Carton,,Mobil 1,Carton
6/6/2023,A,ERW_AMBP2020110370,Retails,Bangkok,144463,Mobil 1 0W-40,8580,10,MOBIL 1 0W-40 (SP) SG 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
5/3/2023,A,ERW_AI8N2021070010,Retails,Bangkok,144463,Mobil 1 0W-40,3360,10,MOBIL 1 0W-40 (SP) SG 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
4/3/2023,A,ERW_AMBP2020110016,Retails,Bangkok,144463,Mobil 1 0W-40,6912,10,MOBIL 1 0W-40 (SP) SG 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
4/27/2023,A,ERW_AMBP2020110030,Retails,Bangkok,144463,Mobil 1 0W-40,7536,10,MOBIL 1 0W-40 (SP) SG 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
5/18/2023,A,ERW_ADG22021040106,Retails,Samut Prakan,144463,Mobil 1 0W-40,7952,10,MOBIL 1 0W-40 (SP) SG 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
5/9/2023,A,ERW_AMBP2020110385,Retails,Bangkok,144463,Mobil 1 0W-40,8060,10,MOBIL 1 0W-40 (SP) SG 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
6/20/2023,A,ERW_AMBP2020110036,Retails,Bangkok,144463,Mobil 1 0W-40,5712,10,MOBIL 1 0W-40 (SP) SG 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
6/26/2023,A,ERW_AMBP2020110085,Retails,Bangkok,144463,Mobil 1 0W-40,2592,10,MOBIL 1 0W-40 (SP) SG 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
3/17/2023,A,ERW_AU5N2022030006,Retails,Bangkok,144463,Mobil 1 0W-40,6800,10,MOBIL 1 0W-40 (SP) SG 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
6/26/2023,A,ERW_AMBP2020110001,Retails,Bangkok,144463,Mobil 1 0W-40,6000,10,MOBIL 1 0W-40 (SP) SG 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
4/10/2023,A,ERW_AMBP2020110060,Retails,Bangkok,144463,Mobil 1 0W-40,7728,10,MOBIL 1 0W-40 (SP) SG 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
6/9/2023,A,ERW_AMBP2020110060,Retails,Bangkok,144463,Mobil 1 0W-40,6208,10,MOBIL 1 0W-40 (SP) SG 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
4/25/2023,A,ERW_AMBP2020110131,Reseller,Lop Buri,144463,Mobil 1 0W-40,7040,10,MOBIL 1 0W-40 (SP) SG 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
3/28/2023,A,ERW_AMBP2020110006,Retails,Bangkok,144463,Mobil 1 0W-40,784,10,MOBIL 1 0W-40 (SP) SG 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
5/12/2023,A,ERW_AMBP2020110036,Retails,Bangkok,144463,Mobil 1 0W-40,6480,10,MOBIL 1 0W-40 (SP) SG 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
5/25/2023,A,ERW_AMBP2020110050,Retails,Bangkok,144463,Mobil 1 0W-40,2384,10,MOBIL 1 0W-40 (SP) SG 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
5/22/2023,A,ERW_AMBP2020110060,Retails,Bangkok,144463,Mobil 1 0W-40,336,10,MOBIL 1 0W-40 (SP) SG 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
5/15/2023,A,ERW_AMBP2020110060,Retails,Bangkok,144463,Mobil 1 0W-40,2128,10,MOBIL 1 0W-40 (SP) SG 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
4/27/2023,A,ERW_AMBP2020110060,Retails,Bangkok,144463,Mobil 1 0W-40,3232,10,MOBIL 1 0W-40 (SP) SG 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
5/29/2023,A,ERW_AMBP2020110060,Retails,Bangkok,144463,Mobil 1 0W-40,5136,10,MOBIL 1 0W-40 (SP) SG 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
3/27/2023,A,ERW_AMBP2020110380,Retails,Bangkok,144463,Mobil 1 0W-40,6432,10,MOBIL 1 0W-40 (SP) SG 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
5/23/2023,A,ERW_AMBP2020110402,Retails,Bangkok,144463,Mobil 1 0W-40,4144,10,MOBIL 1 0W-40 (SP) SG 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
7/18/2023,A,ERW_AUOF2022100001,Retails,Bangkok,144463,Mobil 1 0W-40,736,10,MOBIL 1 0W-40 (SP) SG 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
1/18/2023,B,ERW_BM2U2020110014,Reseller,Suphan Buri,144463,Mobil 1 0W-40,7088,10,"โมบิล 1 0W40(SN) ,4/4",4,Big Carton,,Mobil 1,Carton
3/23/2023,B,ERW_BM2U2020110102,Retails,Nakhon Pathom,144463,Mobil 1 0W-40,5344,10,"โมบิล 1 0W40(SN) ,4/4",4,Big Carton,,Mobil 1,Carton
2/21/2023,B,ERW_BM2U2020110109,Retails,Nakhon Pathom,144463,Mobil 1 0W-40,2352,10,"โมบิล 1 0W40(SN) ,4/4",4,Big Carton,,Mobil 1,Carton
4/5/2023,B,ERW_BM2U2020110120,Retails,Ratchaburi,144463,Mobil 1 0W-40,7536,10,"โมบิล 1 0W40(SN) ,4/4",4,Big Carton,,Mobil 1,Carton
4/19/2023,B,ERW_B5CM2020120006,Retails,Ratchaburi,144463,Mobil 1 0W-40,4016,10,"โมบิล 1 0W40(SN) ,4/4",4,Big Carton,,Mobil 1,Carton
3/30/2023,B,ERW_BM2U2020110053,Retails,Nakhon Pathom,144463,Mobil 1 0W-40,2480,10,"โมบิล 1 0W40(SN) ,4/4",4,Big Carton,,Mobil 1,Carton
3/25/2023,B,ERW_BM2U2020110002,Retails,Nakhon Pathom,144463,Mobil 1 0W-40,2416,10,"โมบิล 1 0W40(SN) ,4/4",4,Big Carton,,Mobil 1,Carton
3/24/2023,B,ERW_BM2U2020110026,Retails,Nakhon Pathom,144463,Mobil 1 0W-40,5008,10,"โมบิล 1 0W40(SN) ,4/4",4,Big Carton,,Mobil 1,Carton
3/22/2023,B,ERW_BM2U2020110075,Retails,Bangkok,144463,Mobil 1 0W-40,3744,10,"โมบิล 1 0W40(SN) ,4/4",4,Big Carton,,Mobil 1,Carton
1/26/2023,B,ERW_BM2U2020110081,Retails,Ratchaburi,144463,Mobil 1 0W-40,4624,10,"โมบิล 1 0W40(SN) ,4/4",4,Big Carton,,Mobil 1,Carton
1/31/2023,B,ERW_BM2U2020110088,Retails,Prachuap Khiri Khan,144463,Mobil 1 0W-40,544,10,"โมบิล 1 0W40(SN) ,4/4",4,Big Carton,,Mobil 1,Carton
4/21/2023,B,ERW_BM2U2020110129,Retails,Kanchanaburi,144463,Mobil 1 0W-40,2880,10,"โมบิล 1 0W40(SN) ,4/4",4,Big Carton,,Mobil 1,Carton
3/28/2023,B,ERW_BM2U2020110136,Retails,Samut Sakhon,144463,Mobil 1 0W-40,6432,10,"โมบิล 1 0W40(SN) ,4/4",4,Big Carton,,Mobil 1,Carton
3/25/2023,B,ERW_BM2U2020110149,Retails,Nakhon Pathom,144463,Mobil 1 0W-40,6416,10,"โมบิล 1 0W40(SN) ,4/4",4,Big Carton,,Mobil 1,Carton
3/28/2023,B,ERW_BM2U2020110072,Retails,Bangkok,144463,Mobil 1 0W-40,1040,10,"โมบิล 1 0W40(SN) ,4/4",4,Big Carton,,Mobil 1,Carton
11/22/2023,A,ERW_AMBP2020110082,Retails,Bangkok,145840,Mobil 1 0W-40,3260,10,MOBIL 1 0W-40 (SP) V2 12X1L/CAR,1,Small Carton,,Mobil 1,Carton
6/13/2023,A,ERW_AMBP2020110082,Retails,Bangkok,145840,Mobil 1 0W-40,7880,10,MOBIL 1 0W-40 (SP) V2 12X1L/CAR,1,Small Carton,,Mobil 1,Carton
9/21/2023,A,ERW_AMBP2020110082,Retails,Bangkok,145840,Mobil 1 0W-40,9540,10,MOBIL 1 0W-40 (SP) V2 12X1L/CAR,1,Small Carton,,Mobil 1,Carton
6/7/2023,A,ERW_AMBP2020110030,Retails,Bangkok,145840,Mobil 1 0W-40,2028,10,MOBIL 1 0W-40 (SP) V2 12X1L/CAR,1,Small Carton,,Mobil 1,Carton
8/30/2023,A,ERW_AMBP2020110030,Retails,Bangkok,145840,Mobil 1 0W-40,1476,10,MOBIL 1 0W-40 (SP) V2 12X1L/CAR,1,Small Carton,,Mobil 1,Carton
9/25/2023,A,ERW_AMBP2020110042,Retails,Bangkok,145840,Mobil 1 0W-40,540,10,MOBIL 1 0W-40 (SP) V2 12X1L/CAR,1,Small Carton,,Mobil 1,Carton
12/6/2023,A,ERW_AI8N2021070010,Retails,Bangkok,145840,Mobil 1 0W-40,4176,10,MOBIL 1 0W-40 (SP) V2 12X1L/CAR,1,Small Carton,,Mobil 1,Carton
9/11/2023,A,ERW_AI8N2021070010,Retails,Bangkok,145840,Mobil 1 0W-40,4404,10,MOBIL 1 0W-40 (SP) V2 12X1L/CAR,1,Small Carton,,Mobil 1,Carton
10/17/2023,A,ERW_AI8N2021070010,Retails,Bangkok,145840,Mobil 1 0W-40,4008,10,MOBIL 1 0W-40 (SP) V2 12X1L/CAR,1,Small Carton,,Mobil 1,Carton
12/19/2023,A,ERW_AIE82023120002,Retails,Nakhon Phanom,145840,Mobil 1 0W-40,5892,10,MOBIL 1 0W-40 (SP) V2 12X1L/CAR,1,Small Carton,,Mobil 1,Carton
11/20/2023,A,ERW_ALWN2023020002,Reseller,Sing Buri,145840,Mobil 1 0W-40,2196,10,MOBIL 1 0W-40 (SP) V2 12X1L/CAR,1,Small Carton,,Mobil 1,Carton
12/19/2023,A,ERW_AMBP2020110030,Retails,Bangkok,145840,Mobil 1 0W-40,2172,10,MOBIL 1 0W-40 (SP) V2 12X1L/CAR,1,Small Carton,,Mobil 1,Carton
8/18/2023,A,ERW_AMBP2020110030,Retails,Bangkok,145840,Mobil 1 0W-40,1092,10,MOBIL 1 0W-40 (SP) V2 12X1L/CAR,1,Small Carton,,Mobil 1,Carton
9/8/2023,A,ERW_AMBP2020110060,Retails,Bangkok,145840,Mobil 1 0W-40,5472,10,MOBIL 1 0W-40 (SP) V2 12X1L/CAR,1,Small Carton,,Mobil 1,Carton
12/6/2023,A,ERW_AMBP2020110060,Retails,Bangkok,145840,Mobil 1 0W-40,3600,10,MOBIL 1 0W-40 (SP) V2 12X1L/CAR,1,Small Carton,,Mobil 1,Carton
11/21/2023,A,ERW_AMBP2020110142,Reseller,Saraburi,145840,Mobil 1 0W-40,4716,10,MOBIL 1 0W-40 (SP) V2 12X1L/CAR,1,Small Carton,,Mobil 1,Carton
8/8/2023,A,ERW_AMBP2020110370,Retails,Bangkok,145840,Mobil 1 0W-40,4128,10,MOBIL 1 0W-40 (SP) V2 12X1L/CAR,1,Small Carton,,Mobil 1,Carton
6/20/2023,A,ERW_AMBP2020110370,Retails,Bangkok,145840,Mobil 1 0W-40,4608,10,MOBIL 1 0W-40 (SP) V2 12X1L/CAR,1,Small Carton,,Mobil 1,Carton
12/20/2023,A,ERW_AMBP2020110380,Retails,Bangkok,145840,Mobil 1 0W-40,5472,10,MOBIL 1 0W-40 (SP) V2 12X1L/CAR,1,Small Carton,,Mobil 1,Carton
10/10/2023,A,ERW_AMBP2020110391,Retails,Bangkok,145840,Mobil 1 0W-40,1392,10,MOBIL 1 0W-40 (SP) V2 12X1L/CAR,1,Small Carton,,Mobil 1,Carton
11/22/2023,A,ERW_AUOF2022100001,Retails,Bangkok,145840,Mobil 1 0W-40,2328,10,MOBIL 1 0W-40 (SP) V2 12X1L/CAR,1,Small Carton,,Mobil 1,Carton
4/10/2023,D,ERW_DBG72020110021,Retails,Phatthalung,145840,Mobil 1 0W-40,3312,10,MOBIL 1 0W-40 (SP) V2 CTN 12X1L:SG,1,Small Carton,,Mobil 1,Carton
3/15/2023,A,ERW_AMBP2020110082,Retails,Bangkok,145841,Mobil 1 0W-40,8316,10,MOBIL 1 0W-40 (SP) V2 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
6/23/2023,A,ERW_AMBP2020110030,Retails,Bangkok,145841,Mobil 1 0W-40,5296,10,MOBIL 1 0W-40 (SP) V2 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
6/8/2023,A,ERW_AMBP2020110082,Retails,Bangkok,145841,Mobil 1 0W-40,2848,10,MOBIL 1 0W-40 (SP) V2 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
7/18/2023,A,ERW_AMBP2020110082,Retails,Bangkok,145841,Mobil 1 0W-40,3424,10,MOBIL 1 0W-40 (SP) V2 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
11/22/2023,A,ERW_AMBP2020110082,Retails,Bangkok,145841,Mobil 1 0W-40,4672,10,MOBIL 1 0W-40 (SP) V2 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
9/21/2023,A,ERW_AMBP2020110082,Retails,Bangkok,145841,Mobil 1 0W-40,5984,10,MOBIL 1 0W-40 (SP) V2 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
10/19/2023,A,ERW_AMBP2020110030,Retails,Bangkok,145841,Mobil 1 0W-40,2720,10,MOBIL 1 0W-40 (SP) V2 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
11/28/2023,A,ERW_AMBP2020110030,Retails,Bangkok,145841,Mobil 1 0W-40,6704,10,MOBIL 1 0W-40 (SP) V2 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
11/15/2023,A,ERW_AMBP2020110030,Retails,Bangkok,145841,Mobil 1 0W-40,7744,10,MOBIL 1 0W-40 (SP) V2 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
9/19/2023,A,ERW_AI8N2021070010,Retails,Bangkok,145841,Mobil 1 0W-40,3712,10,MOBIL 1 0W-40 (SP) V2 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
11/21/2023,A,ERW_AI8N2021070010,Retails,Bangkok,145841,Mobil 1 0W-40,7216,10,MOBIL 1 0W-40 (SP) V2 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
3/13/2023,A,ERW_AMBP2020110030,Retails,Bangkok,145841,Mobil 1 0W-40,7408,10,MOBIL 1 0W-40 (SP) V2 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
6/7/2023,A,ERW_AMBP2020110030,Retails,Bangkok,145841,Mobil 1 0W-40,6208,10,MOBIL 1 0W-40 (SP) V2 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
3/8/2023,A,ERW_AMBP2020110030,Retails,Bangkok,145841,Mobil 1 0W-40,4928,10,MOBIL 1 0W-40 (SP) V2 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
6/20/2023,A,ERW_AMBP2020110030,Retails,Bangkok,145841,Mobil 1 0W-40,1424,10,MOBIL 1 0W-40 (SP) V2 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
9/25/2023,A,ERW_AMBP2020110042,Retails,Bangkok,145841,Mobil 1 0W-40,5344,10,MOBIL 1 0W-40 (SP) V2 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
6/12/2023,A,ERW_AMBP2020110370,Retails,Bangkok,145841,Mobil 1 0W-40,4544,10,MOBIL 1 0W-40 (SP) V2 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
6/7/2023,A,ERW_AMBP2020110370,Retails,Bangkok,145841,Mobil 1 0W-40,2688,10,MOBIL 1 0W-40 (SP) V2 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
8/15/2023,A,ERW_AMBP2020110759,Retails,Bangkok,145841,Mobil 1 0W-40,4592,10,MOBIL 1 0W-40 (SP) V2 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
8/18/2023,A,ERW_AMBP2020110030,Retails,Bangkok,145841,Mobil 1 0W-40,6240,10,MOBIL 1 0W-40 (SP) V2 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
9/26/2023,A,ERW_AMBP2020110030,Retails,Bangkok,145841,Mobil 1 0W-40,7360,10,MOBIL 1 0W-40 (SP) V2 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
9/27/2023,A,ERW_AMBP2020110207,Reseller,Chachoengsao,145841,Mobil 1 0W-40,9920,10,MOBIL 1 0W-40 (SP) V2 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
3/21/2023,A,ERW_AMBP2020110206,Reseller,Chachoengsao,145841,Mobil 1 0W-40,1680,10,MOBIL 1 0W-40 (SP) V2 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
11/27/2023,A,ERW_AMBP2020110147,Retails,Chon Buri,145841,Mobil 1 0W-40,2080,10,MOBIL 1 0W-40 (SP) V2 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
10/26/2023,A,ERW_AMBP2020110131,Reseller,Lop Buri,145841,Mobil 1 0W-40,4000,10,MOBIL 1 0W-40 (SP) V2 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
9/20/2023,A,ERW_AMBP2020110147,Retails,Chon Buri,145841,Mobil 1 0W-40,3820,10,MOBIL 1 0W-40 (SP) V2 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
9/25/2023,A,ERW_AMBP2020110207,Reseller,Chachoengsao,145841,Mobil 1 0W-40,4460,10,MOBIL 1 0W-40 (SP) V2 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
9/27/2023,A,ERW_AMBP2020110161,Retails,Chon Buri,145841,Mobil 1 0W-40,6752,10,MOBIL 1 0W-40 (SP) V2 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
11/10/2023,A,ERW_AMBP2020110380,Retails,Bangkok,145841,Mobil 1 0W-40,1456,10,MOBIL 1 0W-40 (SP) V2 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
11/20/2023,A,ERW_ALWN2023020002,Reseller,Sing Buri,145841,Mobil 1 0W-40,3376,10,MOBIL 1 0W-40 (SP) V2 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
3/16/2023,A,ERW_AMBP2020110060,Retails,Bangkok,145841,Mobil 1 0W-40,6096,10,MOBIL 1 0W-40 (SP) V2 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
3/10/2023,A,ERW_AMBP2020110060,Retails,Bangkok,145841,Mobil 1 0W-40,2944,10,MOBIL 1 0W-40 (SP) V2 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
10/19/2023,A,ERW_AMBP2020110060,Retails,Bangkok,145841,Mobil 1 0W-40,7152,10,MOBIL 1 0W-40 (SP) V2 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
10/17/2023,A,ERW_AMBP2020110060,Retails,Bangkok,145841,Mobil 1 0W-40,1952,10,MOBIL 1 0W-40 (SP) V2 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
12/6/2023,A,ERW_AMBP2020110060,Retails,Bangkok,145841,Mobil 1 0W-40,432,10,MOBIL 1 0W-40 (SP) V2 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
9/8/2023,A,ERW_AMBP2020110060,Retails,Bangkok,145841,Mobil 1 0W-40,1280,10,MOBIL 1 0W-40 (SP) V2 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
9/5/2023,A,ERW_AMBP2020110060,Retails,Bangkok,145841,Mobil 1 0W-40,2224,10,MOBIL 1 0W-40 (SP) V2 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
12/6/2023,A,ERW_AMBP2020110060,Retails,Bangkok,145841,Mobil 1 0W-40,5200,10,MOBIL 1 0W-40 (SP) V2 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
10/27/2023,A,ERW_AMBP2020110060,Retails,Bangkok,145841,Mobil 1 0W-40,7520,10,MOBIL 1 0W-40 (SP) V2 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
11/29/2023,A,ERW_AMBP2020110402,Retails,Bangkok,145841,Mobil 1 0W-40,4240,10,MOBIL 1 0W-40 (SP) V2 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
11/1/2023,A,ERW_AMBP2020110402,Retails,Bangkok,145841,Mobil 1 0W-40,5376,10,MOBIL 1 0W-40 (SP) V2 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
9/25/2023,A,ERW_AMBP2020110427,Retails,Chon Buri,145841,Mobil 1 0W-40,4560,10,MOBIL 1 0W-40 (SP) V2 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
11/22/2023,A,ERW_AUOF2022100001,Retails,Bangkok,145841,Mobil 1 0W-40,1056,10,MOBIL 1 0W-40 (SP) V2 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
11/10/2023,A,ERW_AUOF2022100001,Retails,Bangkok,145841,Mobil 1 0W-40,4256,10,MOBIL 1 0W-40 (SP) V2 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
10/26/2023,A,ERW_AUOF2022100001,Retails,Bangkok,145841,Mobil 1 0W-40,5904,10,MOBIL 1 0W-40 (SP) V2 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
9/29/2023,D,ERW_DBG72020110038,Reseller,Phuket,145841,Mobil 1 0W-40,8260,10,MOBIL 1 0W-40 (SP) V2 CTN 4X4L:SG,4,Big Carton,,Mobil 1,Carton
8/29/2023,D,ERW_DBG72020110038,Reseller,Phuket,145841,Mobil 1 0W-40,3296,10,MOBIL 1 0W-40 (SP) V2 CTN 4X4L:SG,4,Big Carton,,Mobil 1,Carton
6/12/2023,D,ERW_DBG72020110038,Reseller,Phuket,145841,Mobil 1 0W-40,672,10,MOBIL 1 0W-40 (SP) V2 CTN 4X4L:SG,4,Big Carton,,Mobil 1,Carton
5/18/2023,D,ERW_DBG72020110038,Reseller,Phuket,145841,Mobil 1 0W-40,1952,10,MOBIL 1 0W-40 (SP) V2 CTN 4X4L:SG,4,Big Carton,,Mobil 1,Carton
9/29/2023,D,ERW_DBG72020110038,Reseller,Phuket,145841,Mobil 1 0W-40,2752,10,MOBIL 1 0W-40 (SP) V2 CTN 4X4L:SG,4,Big Carton,,Mobil 1,Carton
7/4/2023,D,ERW_DBG72020110082,Reseller,Songkhla,145841,Mobil 1 0W-40,432,10,MOBIL 1 0W-40 (SP) V2 CTN 4X4L:SG,4,Big Carton,,Mobil 1,Carton
12/23/2023,D,ERW_DBG72020110082,Reseller,Songkhla,145841,Mobil 1 0W-40,6752,10,MOBIL 1 0W-40 (SP) V2 CTN 4X4L:SG,4,Big Carton,,Mobil 1,Carton
5/3/2023,D,ERW_DBG72020110014,Retails,Pattani,145841,Mobil 1 0W-40,4288,10,MOBIL 1 0W-40 (SP) V2 CTN 4X4L:SG,4,Big Carton,,Mobil 1,Carton
9/23/2023,D,ERW_DBG72020110014,Retails,Pattani,145841,Mobil 1 0W-40,3456,10,MOBIL 1 0W-40 (SP) V2 CTN 4X4L:SG,4,Big Carton,,Mobil 1,Carton
